symbol,company,insider,insider_position,trade_type,trade_shares,trade_price,trade_value,trade_date,now
OVLY,Oak Valley Bancorp,Leonard Daniel J  ,Director,Buy,125.0,14.39,1798.0,2020-08-24 00:00:00,2020-08-28 00:33:41.121713
PBHC,"Pathfinder Bancorp, Inc.",Joyce George P  ,Director,Buy,833.0,9.8,8163.0,2020-08-24 00:00:00,2020-08-28 00:33:41.121809
PBHC,"Pathfinder Bancorp, Inc.",Joyce George P  ,Director,Buy,1000.0,14.11,14110.0,2019-03-12 00:00:00,2020-08-28 00:33:41.121891
POST,"Post Holdings, Inc.",Westphal Mark W  ,"PRES., FOODSERVICE",Buy,2000.0,84.87,169740.0,2020-08-21 00:00:00,2020-08-28 00:33:41.121987
PPSI,"Pioneer Power Solutions, Inc.",Mazurek Nathan  ,Chief Executive Officer,Buy,1000.0,1.4,1395.0,2020-08-24 00:00:00,2020-08-28 00:33:41.122090
PRTY,Party City Holdco Inc.,Sosin Clifford,,Buy,240000.0,2.02,484080.0,2020-08-21 00:00:00,2020-08-28 00:33:41.122190
PUMP,Propetro Holding Corp.,Berg Mark Stephen  ,Director,Buy,12274.0,6.11,74994.0,2020-08-24 00:00:00,2020-08-28 00:33:41.122285
RCG,"Renn Fund, Inc.",Stahl Murray  ,President and CEO,Buy,675.0,1.31,887.0,2020-08-24 00:00:00,2020-08-28 00:33:41.122372
RRR,"Red Rock Resorts, Inc.",Fertitta Frank J Iii  ,Chief Executive Officer,Buy,290000.0,16.94,4911730.0,2020-08-21 00:00:00,2020-08-28 00:33:41.122468
RRR,"Red Rock Resorts, Inc.",Fertitta Lorenzo J  ,Vice President,Buy,290000.0,16.94,4911730.0,2020-08-21 00:00:00,2020-08-28 00:33:41.122552
RZLT,"Rezolute, Inc.","Handok, Inc.",,Buy,125000.0,0.47,59250.0,2020-08-21 00:00:00,2020-08-28 00:33:41.122646
SAFE,Safehold Inc.,Istar Inc.,,Buy,4879.0,51.24,249999.0,2020-08-24 00:00:00,2020-08-28 00:33:41.122740
SAFE,Safehold Inc.,Istar Inc.,,Buy,4777.0,52.33,249980.0,2020-08-25 00:00:00,2020-08-28 00:33:41.122819
SP,Sp Plus Corp,Roy Kristopher H  ,CFO,Buy,3100.0,19.51,60490.0,2020-08-21 00:00:00,2020-08-28 00:33:41.122913
TCON,"Tracon Pharmaceuticals, Inc.",Theuer Charles  ,President and CEO,Buy,5325.0,1.56,8307.0,2020-08-21 00:00:00,2020-08-28 00:33:41.123008
TPL,Texas Pacific Land Trust,Horizon Kinetics Asset Management Llc  ,10% Owner,Buy,12.0,543.08,6516.0,2020-08-24 00:00:00,2020-08-28 00:33:41.123105
TURN,180 Degree Capital Corp. /ny/,Rendino Kevin  ,Chairman and CEO,Buy,8520.0,1.92,16358.0,2020-08-21 00:00:00,2020-08-28 00:33:41.123191
TURN,180 Degree Capital Corp. /ny/,Wolfe Daniel B  ,President,Buy,5000.0,1.92,9600.0,2020-08-24 00:00:00,2020-08-28 00:33:41.123267
UGI,Ugi Corp /pa/,Bergman Laurie  ,"VP, CAO & Corporate Controller",Buy,598.0,33.38,19960.0,2020-08-21 00:00:00,2020-08-28 00:33:41.123360
VERO,Venus Concept Inc.,Zaring Chad A  ,Chief Commercial Officer,Buy,21050.0,2.71,57045.0,2020-08-21 00:00:00,2020-08-28 00:33:41.123454
VERO,Venus Concept Inc.,Zaring Chad A  ,Chief Commercial Officer,Buy,18950.0,2.74,51923.0,2020-08-24 00:00:00,2020-08-28 00:33:41.123532
WLMS,Williams Industrial Services Group Inc.,Obus Nelson  ,Director,Buy,20000.0,1.75,35000.0,2020-08-21 00:00:00,2020-08-28 00:33:41.123644
WLMS,Williams Industrial Services Group Inc.,Landes Joshua,,Buy,20000.0,1.75,35000.0,2020-08-21 00:00:00,2020-08-28 00:33:41.123726
XOMA,Xoma Corp,Lampert Mark N,,Buy,5687.0,19.75,112289.0,2020-08-25 00:00:00,2020-08-28 00:33:41.123816
XOMA,Xoma Corp,Lampert Mark N,,Buy,11683.0,19.31,225587.0,2020-08-24 00:00:00,2020-08-28 00:33:41.123895
XOMA,Xoma Corp,Lampert Mark N,,Buy,10805.0,19.32,208774.0,2020-08-21 00:00:00,2020-08-28 00:33:41.123974
ADMQ,"Adm Endeavors, Inc.",Johnson Marc  ,CEO,Buy,178900.0,0.1,18426.0,2020-08-20 00:00:00,2020-08-28 00:33:41.412368
AFG,American Financial Group Inc,Ambrecht Kenneth C  ,Director,Buy,1000.0,65.25,65250.0,2020-08-20 00:00:00,2020-08-28 00:33:41.412475
AMNB,American National Bankshares Inc.,Bowling Kenneth S.  ,Director,Buy,602.0,23.29,14020.0,2020-08-21 00:00:00,2020-08-28 00:33:41.412541
ARCC,Ares Capital Corp,Rosen Robert L  ,Director,Buy,5000.0,14.17,70850.0,2020-08-19 00:00:00,2020-08-28 00:33:41.412599
ARCC,Ares Capital Corp,Rosen Robert L  ,Director,Buy,2500.0,14.38,35950.0,2020-08-18 00:00:00,2020-08-28 00:33:41.412652
ARCC,Ares Capital Corp,Rosen Robert L  ,Director,Buy,2500.0,14.22,35550.0,2020-08-17 00:00:00,2020-08-28 00:33:41.412742
ASTE,Astec Industries Inc,Weyenberg Rebecca A  ,Chief Financial Officer,Buy,190.0,52.2,9918.0,2020-08-21 00:00:00,2020-08-28 00:33:41.412802
ATAX,"America First Multifamily Investors, L.p.",Rosenberg Stephen  ,Director,Buy,42500.0,4.66,198220.0,2020-08-19 00:00:00,2020-08-28 00:33:41.412861
BFS,"Saul Centers, Inc.",Saul B Francis Ii  ,CEO & President,Buy,10099.0,27.74,280146.0,2020-08-21 00:00:00,2020-08-28 00:33:41.412920
BFS,"Saul Centers, Inc.",Saul B Francis Ii  ,CEO & President,Buy,10151.0,28.71,291435.0,2020-08-20 00:00:00,2020-08-28 00:33:41.412971
BKTI,Bk Technologies Corp,Moglia Joseph H,,Buy,1300.0,3.11,4040.0,2020-08-21 00:00:00,2020-08-28 00:33:41.413030
BKTI,Bk Technologies Corp,Moglia Joseph H,,Buy,3600.0,3.13,11257.0,2020-08-20 00:00:00,2020-08-28 00:33:41.413079
BTN,"Ballantyne Strong, Inc.",Moglia Joseph H,,Buy,2613.0,1.83,4784.0,2020-08-20 00:00:00,2020-08-28 00:33:41.413138
BTN,"Ballantyne Strong, Inc.",Moglia Joseph H,,Buy,2710.0,1.84,4980.0,2020-08-21 00:00:00,2020-08-28 00:33:41.413189
CAR,"Avis Budget Group, Inc.",Sarma Karthik R.,,Buy,95723.0,32.3,3091470.0,2020-08-21 00:00:00,2020-08-28 00:33:41.413248
CAR,"Avis Budget Group, Inc.",Sarma Karthik R.,,Buy,61114.0,32.76,2001789.0,2020-08-20 00:00:00,2020-08-28 00:33:41.413296
CAR,"Avis Budget Group, Inc.",Sarma Karthik R.,,Buy,55500.0,33.78,1874900.0,2020-08-24 00:00:00,2020-08-28 00:33:41.413344
CBFV,"Cb Financial Services, Inc.",Lacarte John J,,Buy,12000.0,18.25,219000.0,2020-08-20 00:00:00,2020-08-28 00:33:41.413399
CBFV,"Cb Financial Services, Inc.",Lacarte John J,,Buy,11500.0,18.25,209875.0,2020-08-21 00:00:00,2020-08-28 00:33:41.413448
CLDT,Chatham Lodging Trust,Craven Dennis M  ,EVP & Chief Operating Officer,Buy,2000.0,6.35,12700.0,2020-08-21 00:00:00,2020-08-28 00:33:41.413504
CRBO,Carbon Energy Corp,Mcdonald Patrick R  ,CHIEF EXECUTIVE OFFICER,Buy,5000.0,0.3,1500.0,2020-08-17 00:00:00,2020-08-28 00:33:41.413555
CRDA CRDB,Crawford & Co,Agadi Harshavardhan V  ,Director,Buy,5000.0,7.48,37400.0,2020-08-21 00:00:00,2020-08-28 00:33:41.413611
CRDA CRDB,Crawford & Co,Agadi Harshavardhan V  ,Director,Buy,375.0,7.47,2801.0,2020-08-20 00:00:00,2020-08-28 00:33:41.413660
CUTR,Cutera Inc,Zanotti Katherine S  ,Director,Buy,3085.0,16.36,50470.0,2020-08-21 00:00:00,2020-08-28 00:33:41.413717
DRIO,Dariohealth Corp.,Stern Adam K,,Buy,639.0,6.66,4255.0,2020-08-03 00:00:00,2020-08-28 00:33:41.413773
ELA,Envela Corp,Pedersen Bret Allen  ,CFO,Buy,402.0,4.06,1632.0,2020-08-21 00:00:00,2020-08-28 00:33:41.413833
ELAN,Elanco Animal Health Inc,Hoover R David  ,See Remarks,Buy,10000.0,26.94,269400.0,2020-08-21 00:00:00,2020-08-28 00:33:41.413893
EPD,Enterprise Products Partners L.p.,Bacon Graham W.  ,Executive Vice President & COO,Buy,7500.0,17.8,133500.0,2020-08-21 00:00:00,2020-08-28 00:33:41.413955
EYEN,"Eyenovia, Inc.",Grant Stuart M.,,Buy,333000.0,3.6,1198800.0,2020-08-19 00:00:00,2020-08-28 00:33:41.414015
EYEN,"Eyenovia, Inc.",Grant Stuart M.,,Buy,451620.0,2.06,929433.0,2020-08-20 00:00:00,2020-08-28 00:33:41.414116
FCBC,First Community Bankshares Inc /va/,Mills Gary R  ,President,Buy,3000.0,19.66,58989.0,2020-08-20 00:00:00,2020-08-28 00:33:41.414176
FCCO,First Community Corp /sc/,Crapps Michael C  ,President and CEO,Buy,2090.0,13.0,27170.0,2020-08-21 00:00:00,2020-08-28 00:33:41.414235
FCCO,First Community Corp /sc/,Crapps Michael C  ,President and CEO,Buy,1510.0,13.0,19630.0,2020-08-20 00:00:00,2020-08-28 00:33:41.414284
FFIN,First Financial Bankshares Inc,Denny Michael B.  ,Director,Buy,1000.0,30.73,30730.0,2020-08-24 00:00:00,2020-08-28 00:33:41.414343
FRD,Friedman Industries Inc,Taylor Mike J  ,President / CEO / Director,Buy,5000.0,5.37,26850.0,2020-08-20 00:00:00,2020-08-28 00:33:41.414401
FTK,Flotek Industries Inc/cn/,Nierenberg David,,Buy,185000.0,1.85,342250.0,2020-08-20 00:00:00,2020-08-28 00:33:41.414460
FTK,Flotek Industries Inc/cn/,Nierenberg David,,Buy,187355.0,1.95,365342.0,2020-08-21 00:00:00,2020-08-28 00:33:41.414512
FTK,Flotek Industries Inc/cn/,Nierenberg David,,Buy,317792.0,2.11,670541.0,2020-08-24 00:00:00,2020-08-28 00:33:41.414559
FTK,Flotek Industries Inc/cn/,Hobby Paul W,,Buy,20000.0,1.94,38800.0,2020-08-21 00:00:00,2020-08-28 00:33:41.414607
FTK,Flotek Industries Inc/cn/,Agadi Harshavardhan V,,Buy,1000.0,2.06,2060.0,2020-08-21 00:00:00,2020-08-28 00:33:41.414655
FTK,Flotek Industries Inc/cn/,Agadi Harshavardhan V,,Buy,5000.0,2.06,10300.0,2020-08-24 00:00:00,2020-08-28 00:33:41.414703
FUBO,Fubotv Inc. /fl,Textor John C,,Buy,100.0,10.99,1099.0,2020-08-17 00:00:00,2020-08-28 00:33:41.414774
FUBO,Fubotv Inc. /fl,Textor John C,,Buy,1705.0,10.1,17220.0,2020-08-18 00:00:00,2020-08-28 00:33:41.414823
FUBO,Fubotv Inc. /fl,Textor John C,,Buy,6248.0,10.97,68540.0,2020-08-20 00:00:00,2020-08-28 00:33:41.414871
FUBO,Fubotv Inc. /fl,Textor John C,,Buy,2700.0,10.74,28998.0,2020-08-21 00:00:00,2020-08-28 00:33:41.414920
FUBO,Fubotv Inc. /fl,Textor John C,,Buy,1700.0,10.96,18632.0,2020-08-14 00:00:00,2020-08-28 00:33:41.414968
FUBO,Fubotv Inc. /fl,Textor John C,,Buy,6767.0,10.64,72000.0,2020-08-19 00:00:00,2020-08-28 00:33:41.415016
GERN,Geron Corp,O'farrell Elizabeth G.,,Buy,17441.0,1.73,30172.0,2020-08-21 00:00:00,2020-08-28 00:33:41.415074
GHL,Greenhill & Co Inc,Bok Scott L  ,Chairman & CEO,Buy,34600.0,11.33,392018.0,2020-08-24 00:00:00,2020-08-28 00:33:41.415132
GHL,Greenhill & Co Inc,Bok Scott L  ,Chairman & CEO,Buy,2616.0,11.23,29377.0,2020-08-20 00:00:00,2020-08-28 00:33:41.415181
GHL,Greenhill & Co Inc,Bok Scott L  ,Chairman & CEO,Buy,28745.0,11.07,318207.0,2020-08-21 00:00:00,2020-08-28 00:33:41.415231
GRA,W R Grace & Co,Tomkins Mark E,,Buy,2000.0,41.73,83460.0,2020-08-21 00:00:00,2020-08-28 00:33:41.415290
HCI,"Hci Group, Inc.",Watts Susan  ,Director,Buy,260.0,56.63,14723.0,2020-08-24 00:00:00,2020-08-28 00:33:41.415347
HCI,"Hci Group, Inc.",Watts Susan  ,Director,Buy,175.0,55.05,9633.0,2020-08-20 00:00:00,2020-08-28 00:33:41.415397
HOFV,Hall Of Fame Resort & Entertainment Co,Crawford Michael Anthony  ,"President, CEO",Buy,12500.0,4.5,56250.0,2020-08-21 00:00:00,2020-08-28 00:33:41.415454
HRMY,"Harmony Biosciences Holdings, Inc.",Nielsen Jack  ,Director,Buy,32164.0,29.05,934364.0,2020-08-21 00:00:00,2020-08-28 00:33:41.415503
HRMY,"Harmony Biosciences Holdings, Inc.",Nielsen Jack  ,Director,Buy,2736.0,35.0,95760.0,2020-08-20 00:00:00,2020-08-28 00:33:41.415551
HRMY,"Harmony Biosciences Holdings, Inc.",Nielsen Jack  ,Director,Buy,3057.0,34.3,104855.0,2020-08-24 00:00:00,2020-08-28 00:33:41.415599
IMII,Inception Mining Inc.,Cluff Whitney O,,Buy,20000.0,0.03,500.0,2020-08-07 00:00:00,2020-08-28 00:33:41.415652
IMII,Inception Mining Inc.,Cluff Whitney O,,Buy,25000.0,0.03,700.0,2020-08-10 00:00:00,2020-08-28 00:33:41.415701
IMII,Inception Mining Inc.,Cluff Whitney O,,Buy,15000.0,0.03,375.0,2020-08-06 00:00:00,2020-08-28 00:33:41.662354
IMII,Inception Mining Inc.,Cluff Whitney O,,Buy,25000.0,0.03,625.0,2020-08-05 00:00:00,2020-08-28 00:33:41.662448
IMII,Inception Mining Inc.,Cluff Whitney O,,Buy,40000.0,0.03,1160.0,2020-08-03 00:00:00,2020-08-28 00:33:41.662502
IMII,Inception Mining Inc.,Cluff Whitney O,,Buy,68563.0,0.03,1782.0,2020-07-29 00:00:00,2020-08-28 00:33:41.662555
IMII,Inception Mining Inc.,Cluff Whitney O,,Buy,30000.0,0.03,870.0,2020-07-31 00:00:00,2020-08-28 00:33:41.662602
IMII,Inception Mining Inc.,Cluff Whitney O,,Buy,26000.0,0.03,650.0,2020-07-28 00:00:00,2020-08-28 00:33:41.662650
IMII,Inception Mining Inc.,Cluff Whitney O,,Buy,30000.0,0.03,870.0,2020-07-30 00:00:00,2020-08-28 00:33:41.662698
IMII,Inception Mining Inc.,Cluff Whitney O,,Buy,7000.0,0.03,203.0,2020-07-27 00:00:00,2020-08-28 00:33:41.662746
IMII,Inception Mining Inc.,Cluff Whitney O,,Buy,10000.0,0.03,290.0,2020-08-11 00:00:00,2020-08-28 00:33:41.662793
LEVL,Level One Bancorp Inc,Walker David Carl  ,EVP and CFO,Buy,1153.0,16.16,18632.0,2020-08-21 00:00:00,2020-08-28 00:33:41.662851
LIVX,"Livexlive Media, Inc.",Krigsman Jay E.,,Buy,10000.0,2.8,28000.0,2020-08-21 00:00:00,2020-08-28 00:33:41.662911
LIVX,"Livexlive Media, Inc.",Krigsman Jay E.,,Buy,1961.0,2.9,5686.0,2020-08-20 00:00:00,2020-08-28 00:33:41.662960
LJPC,La Jolla Pharmaceutical Co,Ramsay David A,,Buy,7000.0,3.76,26320.0,2020-08-24 00:00:00,2020-08-28 00:33:41.663016
LJPC,La Jolla Pharmaceutical Co,Ramsay David A,,Buy,28000.0,3.95,110572.0,2020-08-21 00:00:00,2020-08-28 00:33:41.663065
LJPC,La Jolla Pharmaceutical Co,Ramsay David A,,Buy,12000.0,4.17,50076.0,2020-08-20 00:00:00,2020-08-28 00:33:41.663122
LODE,Comstock Mining Inc.,Drozdoff Leo M,,Buy,30000.0,1.0,30000.0,2020-08-21 00:00:00,2020-08-28 00:33:41.663178
LSBK,"Lake Shore Bancorp, Inc.",Bennett Tracy Steve,,Buy,432.0,12.0,5184.0,2020-08-21 00:00:00,2020-08-28 00:33:41.663236
MGEE,Mge Energy Inc,Possin James L  ,Director,Buy,300.0,66.35,19905.0,2020-08-20 00:00:00,2020-08-28 00:33:41.663294
MNR,Monmouth Real Estate Investment Corp,Otto Gregory Thomas,,Buy,600.0,14.24,8544.0,2020-08-24 00:00:00,2020-08-28 00:33:41.663353
MRBK,Meridian Corp,Holland Robert T.  ,Director,Buy,500.0,15.2,7600.0,2020-08-20 00:00:00,2020-08-28 00:33:41.663412
MRLN,Marlin Business Services Corp,Deangelo Lawrence J  ,Director,Buy,6437.0,6.82,43868.0,2020-08-20 00:00:00,2020-08-28 00:33:41.663471
MRLN,Marlin Business Services Corp,Deangelo Lawrence J  ,Director,Buy,1400.0,6.78,9492.0,2020-08-21 00:00:00,2020-08-28 00:33:41.663519
MSBI,"Midland States Bancorp, Inc.",Spring Donald J.  ,Chief Accounting Officer,Buy,600.0,14.32,8590.0,2020-08-20 00:00:00,2020-08-28 00:33:41.663575
MTDR,Matador Resources Co,Stewart Kenneth L.,,Buy,1000.0,9.81,9810.0,2020-08-20 00:00:00,2020-08-28 00:33:41.663634
MTNB,"Matinas Biopharma Holdings, Inc.",Stern Adam K,,Buy,20000.0,0.83,16600.0,2020-08-21 00:00:00,2020-08-28 00:33:41.663692
NFBK,"Northfield Bancorp, Inc.",Connors John P Jr,,Buy,1000.0,9.63,9630.0,2020-08-21 00:00:00,2020-08-28 00:33:41.663748
NMFC,New Mountain Finance Corp,Hamwee Robert  ,CEO,Buy,30000.0,9.92,297510.0,2020-08-20 00:00:00,2020-08-28 00:33:41.663801
NMTR,"9 Meters Biopharma, Inc.",Temperato John  ,Chief Executive Officer,Buy,70000.0,0.69,48299.0,2020-08-21 00:00:00,2020-08-28 00:33:41.663857
OEG,"Orbital Energy Group, Inc.",Oneil James F  ,Chief Executive Officer,Buy,28000.0,0.61,17080.0,2020-08-21 00:00:00,2020-08-28 00:33:41.663914
OLN,Olin Corp,Sutton Scott Mcdougald,,Buy,10000.0,10.0,100000.0,2020-08-20 00:00:00,2020-08-28 00:33:41.663971
ORI,Old Republic International Corp,Reed Glenn W,,Buy,1500.0,16.02,24030.0,2020-08-21 00:00:00,2020-08-28 00:33:41.664051
PLXP,Plx Pharma Inc.,O'connor Rita M  ,Chief Financial Officer,Buy,2300.0,3.77,8666.0,2020-08-20 00:00:00,2020-08-28 00:33:41.664107
PLXP,Plx Pharma Inc.,O'connor Rita M  ,Chief Financial Officer,Buy,4050.0,3.97,16090.0,2020-08-21 00:00:00,2020-08-28 00:33:41.664157
PPSI,"Pioneer Power Solutions, Inc.",Mazurek Nathan  ,Chief Executive Officer,Buy,1000.0,1.47,1470.0,2020-08-20 00:00:00,2020-08-28 00:33:41.664214
PWR,"Quanta Services, Inc.",Conaway John Michal,,Buy,10.0,40.53,405.0,2020-07-20 00:00:00,2020-08-28 00:33:41.664275
PXLW,"Pixelworks, Inc",Heneghan Daniel  ,Director,Buy,10000.0,2.33,23300.0,2020-08-21 00:00:00,2020-08-28 00:33:41.664335
RAND,Rand Capital Corp,Gusky Adam Samuel,,Buy,1278.0,11.2,14313.0,2020-08-21 00:00:00,2020-08-28 00:33:41.664388
RAND,Rand Capital Corp,Gusky Adam Samuel,,Buy,25.0,11.21,280.0,2020-08-20 00:00:00,2020-08-28 00:33:41.664436
RAND,Rand Capital Corp,Gusky Adam Samuel,,Buy,1019.0,11.62,11840.0,2020-08-24 00:00:00,2020-08-28 00:33:41.664484
RBBN,Ribbon Communications Inc.,Mcclelland Bruce William  ,President & CEO,Buy,10000.0,4.49,44900.0,2020-08-21 00:00:00,2020-08-28 00:33:41.664539
RBNC,"Reliant Bancorp, Inc.",Mcgee Connie S.  ,Director,Buy,645.0,15.32,9881.0,2020-08-20 00:00:00,2020-08-28 00:33:41.664599
RCG,"Renn Fund, Inc.",Stahl Murray  ,President and CEO,Buy,675.0,1.36,918.0,2020-08-21 00:00:00,2020-08-28 00:33:41.664654
RMBL,"Rumbleon, Inc.",Chesrown Marshall  ,Chairman and CEO,Buy,2000.0,27.76,55516.0,2020-08-21 00:00:00,2020-08-28 00:33:41.664712
SELF,"Global Self Storage, Inc.",Klimoski Donald Ii  ,General Counsel,Buy,238.0,3.91,931.0,2020-08-24 00:00:00,2020-08-28 00:33:41.664771
SIC,"Select Interior Concepts, Inc.",Riley Bryant R,,Buy,6314.0,5.85,36930.0,2020-08-24 00:00:00,2020-08-28 00:33:41.664829
SIC,"Select Interior Concepts, Inc.",Riley Bryant R,,Buy,95950.0,5.83,559580.0,2020-08-21 00:00:00,2020-08-28 00:33:41.664878
SKT,"Tanger Factory Outlet Centers, Inc",Williams James Floyd  ,Executive VP & CFO,Buy,4300.0,5.73,24630.0,2020-08-21 00:00:00,2020-08-28 00:33:41.664935
SKT,"Tanger Factory Outlet Centers, Inc",Yalof Stephen  ,President & COO,Buy,10000.0,5.78,57770.0,2020-08-21 00:00:00,2020-08-28 00:33:41.664983
SLRX,"Salarius Pharmaceuticals, Inc.",Hanish Arnold C,,Buy,4000.0,0.98,3920.0,2020-08-21 00:00:00,2020-08-28 00:33:41.665037
SONA,Southern National Bancorp Of Virginia Inc,Stevens William H  ,"EVP, Chief Credit Risk Officer",Buy,1500.0,7.04,10560.0,2020-07-09 00:00:00,2020-08-28 00:33:41.665093
SONA,Southern National Bancorp Of Virginia Inc,Sheflett George Cody Jr  ,"EVP, CIO/COO",Buy,1000.0,7.04,7040.0,2020-07-21 00:00:00,2020-08-28 00:33:41.665142
TCON,"Tracon Pharmaceuticals, Inc.",Theuer Charles  ,President and CEO,Buy,30000.0,1.58,47400.0,2020-08-20 00:00:00,2020-08-28 00:33:41.665198
TFC,Truist Financial Corp,Thompson Thomas Nichols  ,Director,Buy,6000.0,25.0,150000.0,2020-07-30 00:00:00,2020-08-28 00:33:41.665255
TFC,Truist Financial Corp,Thompson Thomas Nichols  ,Director,Buy,10000.0,25.0,250000.0,2020-05-19 00:00:00,2020-08-28 00:33:41.665304
TIPT,Tiptree Inc.,Barnes Michael Gene  ,Executive Chairman,Buy,4754.0,5.79,27520.0,2020-08-20 00:00:00,2020-08-28 00:33:41.665363
TIPT,Tiptree Inc.,Barnes Michael Gene  ,Executive Chairman,Buy,4754.0,5.71,27145.0,2020-08-21 00:00:00,2020-08-28 00:33:41.665412
TNXP,Tonix Pharmaceuticals Holding Corp.,Bell Margaret Smith,,Buy,5391.0,0.93,4997.0,2020-08-20 00:00:00,2020-08-28 00:33:41.665468
TPL,Texas Pacific Land Trust,Horizon Kinetics Asset Management Llc  ,10% Owner,Buy,12.0,552.51,6630.0,2020-08-21 00:00:00,2020-08-28 00:33:41.665526
VIRC,Virco Mfg Corporation,Virtue Robert A  ,President & CEO & Chairman,Buy,16500.0,2.23,36795.0,2020-08-21 00:00:00,2020-08-28 00:33:41.665584
VIRC,Virco Mfg Corporation,Virtue Douglas A  ,Executive Vice President,Buy,16500.0,2.23,36795.0,2020-08-21 00:00:00,2020-08-28 00:33:41.665633
VTGN,"Vistagen Therapeutics, Inc.",Saxe Jon S,,Buy,30000.0,0.69,20700.0,2020-08-21 00:00:00,2020-08-28 00:33:41.665689
ADMQ,"Adm Endeavors, Inc.",Johnson Marc  ,CEO,Buy,60000.0,0.09,5280.0,2020-08-19 00:00:00,2020-08-28 00:33:41.935313
ADMQ,"Adm Endeavors, Inc.",Johnson Marc  ,CEO,Buy,100000.0,0.09,9300.0,2020-08-18 00:00:00,2020-08-28 00:33:41.935415
AEY,Addvantage Technologies Group Inc,Taylor Jimmy R  ,"President, Wireless Services",Buy,10000.0,2.19,21940.0,2020-08-18 00:00:00,2020-08-28 00:33:41.935515
AIM,Aim Immunotech Inc.,Equels Thomas K.  ,CEO,Buy,10730.0,2.33,25000.0,2020-08-21 00:00:00,2020-08-28 00:33:41.935618
ALGT,Allegiant Travel Co,Pollard Charles W.  ,Director,Buy,1000.0,115.0,115000.0,2020-08-20 00:00:00,2020-08-28 00:33:41.935701
ASRV,Ameriserv Financial Inc /pa/,Onorato Daniel A.  ,Director,Buy,45.0,2.92,131.0,2020-08-17 00:00:00,2020-08-28 00:33:41.935762
AXS,Axis Capital Holdings Ltd,Davis Charles A  ,Director,Buy,300000.0,45.58,13674000.0,2020-08-20 00:00:00,2020-08-28 00:33:41.935815
AXS,Axis Capital Holdings Ltd,Davis Charles A  ,Director,Buy,201895.0,45.86,9258904.0,2020-08-19 00:00:00,2020-08-28 00:33:41.935862
BBQ,"Bbq Holdings, Inc.",Kanen David  ,Director,Buy,36986.0,3.45,127712.0,2020-08-20 00:00:00,2020-08-28 00:33:41.935916
BCOW,"1895 Bancorp Of Wisconsin, Inc.",Hurd Richard B  ,President and CEO,Buy,300.0,8.68,2604.0,2020-08-21 00:00:00,2020-08-28 00:33:41.935975
BFT,Foley Trasimene Acquisition Ii,Meinhardt Erika  ,Director,Buy,25000.0,0.0,0.0,2020-08-21 00:00:00,2020-08-28 00:33:41.936036
BOCH,Bank Of Commerce Holdings,Sundquist James A  ,EVP Chief Financial Officer,Buy,5000.0,7.5,37500.0,2020-08-21 00:00:00,2020-08-28 00:33:41.936093
BOH,Bank Of Hawaii Corp,Nichols Victor K,,Buy,4475.0,55.66,249078.0,2020-08-21 00:00:00,2020-08-28 00:33:41.936146
BSQR,Bsquare Corp /wa,"Palogic Capital Management, Llc  ",Other,Buy,3773.0,1.35,5089.0,2020-08-20 00:00:00,2020-08-28 00:33:41.936201
BSQR,Bsquare Corp /wa,"Palogic Capital Management, Llc  ",Other,Buy,25112.0,1.34,33750.0,2020-08-19 00:00:00,2020-08-28 00:33:41.936306
CALB,California Bancorp,Cortese Stephen A.  ,Director,Buy,6390.0,13.23,84539.0,2020-08-20 00:00:00,2020-08-28 00:33:41.936385
CALB,California Bancorp,Cortese Stephen A.  ,Director,Buy,4110.0,13.19,54210.0,2020-08-19 00:00:00,2020-08-28 00:33:41.936438
CFFN,"Capitol Federal Financial, Inc.",Cole Michel Philipp,,Buy,7040.0,9.95,70019.0,2020-08-06 00:00:00,2020-08-28 00:33:41.936494
CKX,"Ckx Lands, Inc.",Stream William Gray  ,President & Treasurer,Buy,952.0,9.79,9320.0,2020-08-20 00:00:00,2020-08-28 00:33:41.936545
CLXT,"Calyxt, Inc.",Dumont Philippe  ,Director,Buy,2000.0,7.49,14970.0,2020-08-14 00:00:00,2020-08-28 00:33:41.936599
CNBKA,Century Bancorp Inc,Sloane Barry R  ,"Chairman, CEO and President",Buy,0.0,125.27,0.0,2020-08-21 00:00:00,2020-08-28 00:33:41.936652
CUEN,Cuentas Inc.,Bruk Yochanon,,Buy,1000.0,4.64,4645.0,2020-08-17 00:00:00,2020-08-28 00:33:41.936710
CVCY,Central Valley Community Bancorp,Kim James J  ,EXECUTIVE VICE PRESIDENT,Buy,1000.0,12.15,12150.0,2020-08-21 00:00:00,2020-08-28 00:33:41.936763
CWGL,"Crimson Wine Group, Ltd",Steinberg Joseph S,,Buy,14900.0,5.79,86271.0,2020-08-21 00:00:00,2020-08-28 00:33:41.936817
CWGL,"Crimson Wine Group, Ltd",Steinberg Joseph S,,Buy,2100.0,5.8,12180.0,2020-08-20 00:00:00,2020-08-28 00:33:41.936861
CWGL,"Crimson Wine Group, Ltd",Steinberg Joseph S,,Buy,3750.0,5.8,21750.0,2020-08-19 00:00:00,2020-08-28 00:33:41.936905
CWGL,"Crimson Wine Group, Ltd",Cumming John D.,,Buy,3750.0,5.8,21750.0,2020-08-19 00:00:00,2020-08-28 00:33:41.936947
CWGL,"Crimson Wine Group, Ltd",Cumming John D.,,Buy,2100.0,5.8,12180.0,2020-08-20 00:00:00,2020-08-28 00:33:41.936990
