symbol,company,insider,insider_position,trade_type,trade_shares,trade_price,trade_value,trade_date,now
AWRE,Aware Inc /ma/,Stafford John S Iii,,Buy,5000.0,2.79,13975.0,2020-08-19 00:00:00,2020-08-28 00:33:42.875456
BASI,Bioanalytical Systems Inc,Neff R Matthew,,Buy,5000.0,4.75,23750.0,2020-08-19 00:00:00,2020-08-28 00:33:42.875514
BCSF,"Bain Capital Specialty Finance, Inc.",Dornaus Sally F  ,Chief Financial Officer,Buy,2500.0,10.43,26075.0,2020-08-19 00:00:00,2020-08-28 00:33:42.875569
BKTI,Bk Technologies Corp,Moglia Joseph H,,Buy,833.0,3.19,2656.0,2020-08-17 00:00:00,2020-08-28 00:33:42.875627
BKTI,Bk Technologies Corp,Moglia Joseph H,,Buy,5180.0,3.26,16891.0,2020-08-18 00:00:00,2020-08-28 00:33:42.875677
BKTI,Bk Technologies Corp,Moglia Joseph H,,Buy,2775.0,3.16,8763.0,2020-08-19 00:00:00,2020-08-28 00:33:42.875725
BSET,Bassett Furniture Industries Inc,Hamlet Virginia W.  ,Director,Buy,2593.0,9.69,25131.0,2020-08-18 00:00:00,2020-08-28 00:33:42.875781
BSQR,Bsquare Corp /wa,Derrickson Ralph C  ,President and CEO,Buy,10000.0,1.34,13400.0,2020-08-19 00:00:00,2020-08-28 00:33:42.875840
BTN,"Ballantyne Strong, Inc.",Moglia Joseph H,,Buy,4790.0,1.83,8775.0,2020-08-17 00:00:00,2020-08-28 00:33:42.875898
BTN,"Ballantyne Strong, Inc.",Moglia Joseph H,,Buy,489.0,1.8,881.0,2020-08-18 00:00:00,2020-08-28 00:33:42.875945
BTN,"Ballantyne Strong, Inc.",Moglia Joseph H,,Buy,1595.0,1.79,2861.0,2020-08-19 00:00:00,2020-08-28 00:33:42.875996
CAR,"Avis Budget Group, Inc.",Sarma Karthik R.,,Buy,42500.0,32.84,1395912.0,2020-08-19 00:00:00,2020-08-28 00:33:42.876052
CAR,"Avis Budget Group, Inc.",Sarma Karthik R.,,Buy,67816.0,30.8,2088461.0,2020-08-17 00:00:00,2020-08-28 00:33:42.876100
CAR,"Avis Budget Group, Inc.",Sarma Karthik R.,,Buy,132847.0,31.47,4180695.0,2020-08-18 00:00:00,2020-08-28 00:33:42.876148
CBFV,"Cb Financial Services, Inc.",Guthrie Charles R.,,Buy,1500.0,18.5,27750.0,2020-08-19 00:00:00,2020-08-28 00:33:42.876203
CLDT,Chatham Lodging Trust,Craven Dennis M  ,EVP & Chief Operating Officer,Buy,1000.0,6.36,6360.0,2020-08-18 00:00:00,2020-08-28 00:33:42.876263
CMRX,Chimerix Inc,Meyer Robert J.  ,Director,Buy,3500.0,2.92,10220.0,2020-08-19 00:00:00,2020-08-28 00:33:42.876323
CNBKA,Century Bancorp Inc,Filler James J  ,10% Owner,Buy,600.0,71.24,42744.0,2020-08-18 00:00:00,2020-08-28 00:33:42.876382
CNBKA,Century Bancorp Inc,Filler James J  ,10% Owner,Buy,71.0,71.8,5097.0,2020-08-19 00:00:00,2020-08-28 00:33:42.876430
CNBKA,Century Bancorp Inc,Filler James J  ,10% Owner,Buy,100.0,73.8,7380.0,2020-08-13 00:00:00,2020-08-28 00:33:42.876479
CNBKA,Century Bancorp Inc,Filler James J  ,10% Owner,Buy,291.0,74.1,21563.0,2020-08-14 00:00:00,2020-08-28 00:33:42.876527
CNBKA,Century Bancorp Inc,Filler James J  ,10% Owner,Buy,600.0,72.62,43569.0,2020-08-17 00:00:00,2020-08-28 00:33:42.876575
CNBKA,Century Bancorp Inc,Evangelista Paul A  ,Executive Vice President,Buy,9.0,74.92,674.0,2020-08-19 00:00:00,2020-08-28 00:33:42.876623
CNBKA,Century Bancorp Inc,Sloane Barry R  ,"Chairman, CEO and President",Buy,0.0,74.92,0.0,2020-08-19 00:00:00,2020-08-28 00:33:42.876671
CNBKA,Century Bancorp Inc,Kay Linda Sloane  ,Vice Chair,Buy,20.0,74.92,1498.0,2020-08-19 00:00:00,2020-08-28 00:33:42.876720
CNBKA,Century Bancorp Inc,Feeney Brian J.  ,Executive Vice President,Buy,3.0,74.92,224.0,2020-08-19 00:00:00,2020-08-28 00:33:42.876770
CNBKA,Century Bancorp Inc,Delinsky Stephen R  ,Director,Buy,2.0,74.92,149.0,2020-08-19 00:00:00,2020-08-28 00:33:42.876820
CRDA-CRDB,Crawford & Co,Agadi Harshavardhan V  ,Director,Buy,1000.0,7.75,7750.0,2020-08-17 00:00:00,2020-08-28 00:33:42.876876
CRDA-CRDB,Crawford & Co,Agadi Harshavardhan V  ,Director,Buy,3669.0,7.55,27700.0,2020-08-18 00:00:00,2020-08-28 00:33:42.876926
CSII,Cardiovascular Systems Inc,Paulsen Erik,,Buy,200.0,32.85,6570.0,2020-08-17 00:00:00,2020-08-28 00:33:42.876983
CUEN,Cuentas Inc.,Maimon Arik  ,CEO,Buy,800.0,4.67,3736.0,2020-08-13 00:00:00,2020-08-28 00:33:42.877040
CUEN,Cuentas Inc.,Maimon Arik  ,CEO,Buy,701.0,4.2,2944.0,2020-08-14 00:00:00,2020-08-28 00:33:42.877089
CUTR,Cutera Inc,Plants J Daniel  ,Director,Buy,11540.0,14.87,171599.0,2020-08-17 00:00:00,2020-08-28 00:33:42.877146
CUTR,Cutera Inc,Plants J Daniel  ,Director,Buy,43618.0,14.91,650344.0,2020-08-18 00:00:00,2020-08-28 00:33:42.877196
CUTR,Cutera Inc,Plants J Daniel  ,Director,Buy,4611.0,14.9,68703.0,2020-08-19 00:00:00,2020-08-28 00:33:42.877244
CVLB,"Conversion Labs, Inc.",Walters Happy David,,Buy,45000.0,1.28,57734.0,2020-08-18 00:00:00,2020-08-28 00:33:42.877297
CWH,"Camping World Holdings, Inc.","Ml Rv Group, Llc  ",10% Owner,Buy,2805.0,35.71,100166.0,2020-08-18 00:00:00,2020-08-28 00:33:42.877353
CZFS,Citizens Financial Services Inc,Depaola Rinaldo A  ,Director,Buy,400.0,48.25,19300.0,2020-08-19 00:00:00,2020-08-28 00:33:42.877410
DDD,3d Systems Corp,Kever Jim D  ,Director,Buy,10000.0,5.8,58000.0,2020-08-17 00:00:00,2020-08-28 00:33:42.877466
EDI,Stone Harbor Emerging Markets Total Income Fund,Shapiro Adam J  ,Chief Legal Off./Secretary,Buy,10000.0,7.92,79200.0,2020-08-18 00:00:00,2020-08-28 00:33:42.877517
EFSI,Eagle Financial Services Inc,Milleson John R,,Buy,100.0,26.0,2600.0,2020-08-18 00:00:00,2020-08-28 00:33:42.877572
ELAN,Elanco Animal Health Inc,Bilbrey John P,,Buy,9580.0,26.2,250996.0,2020-08-19 00:00:00,2020-08-28 00:33:42.877629
EMKR,Emcore Corp,Domenik Stephen L,,Buy,5763.0,3.5,20187.0,2020-08-19 00:00:00,2020-08-28 00:33:42.877685
EMMA,"Emmaus Life Sciences, Inc.",Niihara Yutaka  ,Chairman and CEO,Buy,1000.0,1.62,1620.0,2020-08-17 00:00:00,2020-08-28 00:33:42.877739
EMMA,"Emmaus Life Sciences, Inc.",Niihara Yutaka  ,Chairman and CEO,Buy,250.0,1.57,392.0,2020-08-18 00:00:00,2020-08-28 00:33:42.877788
ETM,Entercom Communications Corp,Field David J  ,"Chairman, President and CEO",Buy,43698.0,1.67,72800.0,2020-08-18 00:00:00,2020-08-28 00:33:42.877846
ETM,Entercom Communications Corp,Field David J  ,"Chairman, President and CEO",Buy,25927.0,1.62,41923.0,2020-08-19 00:00:00,2020-08-28 00:33:42.877895
ETM,Entercom Communications Corp,Field David J  ,"Chairman, President and CEO",Buy,8300.0,1.65,13695.0,2020-08-17 00:00:00,2020-08-28 00:33:42.877948
FET,"Forum Energy Technologies, Inc.",Gaut C Christopher  ,CEO & COB,Buy,20000.0,0.49,9780.0,2020-08-18 00:00:00,2020-08-28 00:33:42.878004
FET,"Forum Energy Technologies, Inc.",Gaut C Christopher  ,CEO & COB,Buy,105000.0,0.48,50820.0,2020-08-19 00:00:00,2020-08-28 00:33:42.878052
FHB,"First Hawaiian, Inc.",Mallela Ravi  ,Exec VP & CFO,Buy,1.0,28.15,28.0,2019-12-06 00:00:00,2020-08-28 00:33:43.116214
FHB,"First Hawaiian, Inc.",Mallela Ravi  ,Exec VP & CFO,Buy,2.0,23.25,46.0,2020-03-09 00:00:00,2020-08-28 00:33:43.116304
FHB,"First Hawaiian, Inc.",Mallela Ravi  ,Exec VP & CFO,Buy,1.0,25.25,25.0,2019-09-06 00:00:00,2020-08-28 00:33:43.116354
FHB,"First Hawaiian, Inc.",Mallela Ravi  ,Exec VP & CFO,Buy,51.0,17.57,896.0,2020-06-05 00:00:00,2020-08-28 00:33:43.116401
FMAO,Farmers & Merchants Bancorp Inc,Eller Lars B  ,President & CEO,Buy,1100.0,21.8,23980.0,2020-08-19 00:00:00,2020-08-28 00:33:43.116457
FMAO,Farmers & Merchants Bancorp Inc,Eller Lars B  ,President & CEO,Buy,1200.0,22.0,26400.0,2020-08-18 00:00:00,2020-08-28 00:33:43.116503
FPAY,"Flexshopper, Inc.",Dvorkin Howard,,Buy,53537.0,1.58,84588.0,2020-08-18 00:00:00,2020-08-28 00:33:43.116556
FPAY,"Flexshopper, Inc.",Dvorkin Howard,,Buy,14274.0,1.59,22695.0,2020-08-17 00:00:00,2020-08-28 00:33:43.116601
FXNC,First National Corp /va/,Wilkins Iii James R  ,Director,Buy,1000.0,13.9,13900.0,2020-08-18 00:00:00,2020-08-28 00:33:43.116652
GABC,"German American Bancorp, Inc.",Ramsey Chris A,,Buy,342.0,29.54,10102.0,2020-08-17 00:00:00,2020-08-28 00:33:43.116707
GABC,"German American Bancorp, Inc.",Sheidler Jack,,Buy,350.0,29.54,10339.0,2020-08-17 00:00:00,2020-08-28 00:33:43.116751
GABC,"German American Bancorp, Inc.",Seger Thomas W,,Buy,677.0,29.54,19998.0,2020-08-17 00:00:00,2020-08-28 00:33:43.116794
GABC,"German American Bancorp, Inc.",Snowden Raymond Ward,,Buy,371.0,29.54,10959.0,2020-08-17 00:00:00,2020-08-28 00:33:43.116837
GABC,"German American Bancorp, Inc.",Bawel Zachary W,,Buy,540.0,29.54,15951.0,2020-08-17 00:00:00,2020-08-28 00:33:43.116880
GABC,"German American Bancorp, Inc.",Kelly Jason M,,Buy,313.0,29.54,9246.0,2020-08-17 00:00:00,2020-08-28 00:33:43.116923
GABC,"German American Bancorp, Inc.",Wagler Tyson J,,Buy,169.0,29.54,4992.0,2020-08-17 00:00:00,2020-08-28 00:33:43.116966
GABC,"German American Bancorp, Inc.",Ryan Christina M,,Buy,291.0,29.54,8596.0,2020-08-17 00:00:00,2020-08-28 00:33:43.117008
GBDC,"Golub Capital Bdc, Inc.",Golub David  ,Chief Executive Officer,Buy,54703.0,12.57,687671.0,2020-08-18 00:00:00,2020-08-28 00:33:43.117058
GBDC,"Golub Capital Bdc, Inc.",Golub David  ,Chief Executive Officer,Buy,77700.0,12.57,976999.0,2020-08-17 00:00:00,2020-08-28 00:33:43.117102
GBDC,"Golub Capital Bdc, Inc.",Golub Lawrence E  ,Chairman,Buy,54703.0,12.57,687671.0,2020-08-18 00:00:00,2020-08-28 00:33:43.117147
GBDC,"Golub Capital Bdc, Inc.",Golub Lawrence E  ,Chairman,Buy,77700.0,12.57,976999.0,2020-08-17 00:00:00,2020-08-28 00:33:43.117193
GDYN,"Grid Dynamics Holdings, Inc.",Carney Lloyd  ,Director,Buy,7200.0,7.89,56800.0,2020-08-19 00:00:00,2020-08-28 00:33:43.117247
GNSS,Genasys Inc.,Anchin Scott L  ,Director,Buy,9850.0,4.63,45654.0,2020-08-18 00:00:00,2020-08-28 00:33:43.117302
HBT,"Hbt Financial, Inc.",Pfeiffer Gerald E,,Buy,3000.0,12.65,37950.0,2020-08-18 00:00:00,2020-08-28 00:33:43.117356
HOFV,Hall Of Fame Resort & Entertainment Co,Levy Michael S  ,President of Operations,Buy,15000.0,4.19,62850.0,2020-08-17 00:00:00,2020-08-28 00:33:43.117408
HOMB,Home Bancshares Inc,Carter Russell Davis Iii  ,Centennial Bank Regional Pres.,Buy,900.0,16.9,15209.0,2020-08-18 00:00:00,2020-08-28 00:33:43.117461
HVBC,"Hv Bancorp, Inc.",Thompson Travis J  ,"Chairman, President/CEO",Buy,100.0,12.41,1241.0,2020-08-12 00:00:00,2020-08-28 00:33:43.117513
HVBC,"Hv Bancorp, Inc.",Thompson Travis J  ,"Chairman, President/CEO",Buy,100.0,12.34,1234.0,2020-08-14 00:00:00,2020-08-28 00:33:43.117559
HVBC,"Hv Bancorp, Inc.",Thompson Travis J  ,"Chairman, President/CEO",Buy,100.0,12.34,1233.0,2020-08-13 00:00:00,2020-08-28 00:33:43.117605
JJSF,J&j Snack Foods Corp,Shreiber Gerald B  ,CEO,Buy,141026.0,130.52,18406713.0,2020-08-17 00:00:00,2020-08-28 00:33:43.117658
KFS,Kingsway Financial Services Inc,Fitzgerald John Taylor Maloney  ,President and CEO,Buy,744.0,2.8,2082.0,2020-08-17 00:00:00,2020-08-28 00:33:43.117713
LARK,Landmark Bancorp Inc,Ball Richard,,Buy,2198.0,21.0,46158.0,2020-08-17 00:00:00,2020-08-28 00:33:43.117767
LIVX,"Livexlive Media, Inc.",Ellin Robert S  ,CEO & Chairman,Buy,8946.0,2.79,24959.0,2020-08-17 00:00:00,2020-08-28 00:33:43.117820
LIVX,"Livexlive Media, Inc.",Ellin Robert S  ,CEO & Chairman,Buy,4200.0,2.91,12217.0,2020-08-18 00:00:00,2020-08-28 00:33:43.117864
LOB,"Live Oak Bancshares, Inc.",Mahan James S Iii  ,Chief Executive Officer,Buy,20378.0,18.89,384858.0,2020-08-18 00:00:00,2020-08-28 00:33:43.117921
LOB,"Live Oak Bancshares, Inc.",Mahan James S Iii  ,Chief Executive Officer,Buy,25000.0,19.25,481200.0,2020-08-17 00:00:00,2020-08-28 00:33:43.117966
LWAY,"Lifeway Foods, Inc.",Smolyansky Julie  ,President and CEO,Buy,3100.0,4.08,12638.0,2020-08-18 00:00:00,2020-08-28 00:33:43.118021
MMLP,Martin Midstream Partners L.p.,Martin Ruben S  ,President and CEO,Buy,53.0,1.84,97.0,2020-08-19 00:00:00,2020-08-28 00:33:43.118076
MMLP,Martin Midstream Partners L.p.,Bondurant Robert D  ,Executive VP and CFO,Buy,96.0,1.84,177.0,2020-08-19 00:00:00,2020-08-28 00:33:43.118120
MMLP,Martin Midstream Partners L.p.,Booth Chris H  ,VP/General Counsel/Secretary,Buy,0.0,1.84,0.0,2020-08-19 00:00:00,2020-08-28 00:33:43.118164
MMLP,Martin Midstream Partners L.p.,Tauscher Randall  ,Executive Vice President/COO,Buy,35.0,1.84,64.0,2020-08-19 00:00:00,2020-08-28 00:33:43.118208
MMLP,Martin Midstream Partners L.p.,Shoup Scot A  ,Senior VP Operations,Buy,22.0,1.84,40.0,2020-08-19 00:00:00,2020-08-28 00:33:43.118254
MN,"Manning & Napier, Inc.",Busheri Ebrahim  ,Director of Investments,Buy,11108.0,3.59,39877.0,2020-08-17 00:00:00,2020-08-28 00:33:43.118305
MNR,Monmouth Real Estate Investment Corp,Landy Michael P  ,President and CEO,Buy,71.0,14.08,999.0,2020-08-17 00:00:00,2020-08-28 00:33:43.118357
MNR,Monmouth Real Estate Investment Corp,Miller Kevin S.  ,Chief Financial Officer,Buy,71.0,14.08,999.0,2020-08-17 00:00:00,2020-08-28 00:33:43.118996
MTDR,Matador Resources Co,Parker Timothy E.,,Buy,1600.0,9.6,15360.0,2020-08-18 00:00:00,2020-08-28 00:33:43.119060
NEON,Neonode Inc.,Bergman Mattias  ,Director,Buy,2500.0,8.83,22075.0,2020-08-18 00:00:00,2020-08-28 00:33:43.119111
NEPH,Nephros Inc,Astor Andrew  ,COO/CFO,Buy,950.0,7.4,7030.0,2020-08-19 00:00:00,2020-08-28 00:33:43.119161
NEWR,"New Relic, Inc.",Christenson Michael J  ,President and COO,Buy,9000.0,56.72,510480.0,2020-08-19 00:00:00,2020-08-28 00:33:43.119212
NYC,"New York City Reit, Inc.",Weil Edward M Jr.  ,"CEO, President and Secretary",Buy,1750.0,14.14,24739.0,2020-08-19 00:00:00,2020-08-28 00:33:43.119260
OCSL,Oaktree Specialty Lending Corp,Ruben Richard  ,Director,Buy,2000.0,5.03,10050.0,2020-08-17 00:00:00,2020-08-28 00:33:43.119308
OSS,"One Stop Systems, Inc.",Raun David  ,President and CEO,Buy,5000.0,2.29,11450.0,2020-08-18 00:00:00,2020-08-28 00:33:43.119359
OSS,"One Stop Systems, Inc.",Harrison Jack  ,Director,Buy,5000.0,2.27,11350.0,2020-08-14 00:00:00,2020-08-28 00:33:43.119401
OVLY,Oak Valley Bancorp,Gilbert James L  ,Director,Buy,287.0,14.98,4299.0,2020-08-17 00:00:00,2020-08-28 00:33:43.119450
OVLY,Oak Valley Bancorp,Leonard Daniel J  ,Director,Buy,473.0,14.98,7086.0,2020-08-17 00:00:00,2020-08-28 00:33:43.119493
PALT,"Paltalk, Inc.",Katz Jason  ,"CEO, President, COO & Chairman",Buy,3660.0,1.35,4941.0,2020-08-18 00:00:00,2020-08-28 00:33:43.119542
PALT,"Paltalk, Inc.",Katz Jason  ,"CEO, President, COO & Chairman",Buy,2340.0,1.34,3135.0,2020-08-17 00:00:00,2020-08-28 00:33:43.119585
PBPB,Potbelly Corp,Head David W  ,Director,Buy,10000.0,4.37,43700.0,2020-08-18 00:00:00,2020-08-28 00:33:43.119635
PFHO,Pacific Health Care Organization Inc,Kubota Tom  ,CEO & President,Buy,500.0,1.0,500.0,2020-08-17 00:00:00,2020-08-28 00:33:43.119690
PHIO,Phio Pharmaceuticals Corp.,Dispersyn Gerrit  ,President & CEO,Buy,2000.0,2.5,5000.0,2020-08-19 00:00:00,2020-08-28 00:33:43.119738
PRTS,"Carparts.com, Inc.",Gomez Alfredo  ,"VP, General Counsel",Buy,3000.0,14.84,44520.0,2020-08-19 00:00:00,2020-08-28 00:33:43.119789
RAND,Rand Capital Corp,Gusky Adam Samuel,,Buy,500.0,11.18,5590.0,2020-08-19 00:00:00,2020-08-28 00:33:43.119833
RAND,Rand Capital Corp,Gusky Adam Samuel,,Buy,500.0,11.15,5575.0,2020-08-18 00:00:00,2020-08-28 00:33:43.119875
RAND,Rand Capital Corp,Gusky Adam Samuel,,Buy,599.0,11.09,6642.0,2020-08-17 00:00:00,2020-08-28 00:33:43.119916
RBBN,Ribbon Communications Inc.,Mcclelland Bruce William  ,President & CEO,Buy,10000.0,4.49,44900.0,2020-08-18 00:00:00,2020-08-28 00:33:43.119965
RCG,"Renn Fund, Inc.",Stahl Murray  ,President & CEO,Buy,675.0,1.34,907.0,2020-08-18 00:00:00,2020-08-28 00:33:43.120010
RLGY,Realogy Holdings Corp.,Williams Michael J,,Buy,5000.0,10.6,53000.0,2020-08-19 00:00:00,2020-08-28 00:33:43.120060
RRR,"Red Rock Resorts, Inc.",Fertitta Frank J Iii  ,Chief Executive Officer,Buy,137500.0,16.43,2259125.0,2020-08-17 00:00:00,2020-08-28 00:33:43.120110
RRR,"Red Rock Resorts, Inc.",Fertitta Lorenzo J  ,Vice President,Buy,137500.0,16.43,2259125.0,2020-08-17 00:00:00,2020-08-28 00:33:43.120154
RZLT,"Rezolute, Inc.","Handok, Inc.",,Buy,125000.0,0.49,61125.0,2020-08-18 00:00:00,2020-08-28 00:33:43.120202
RZLT,"Rezolute, Inc.","Handok, Inc.",,Buy,125000.0,0.48,59750.0,2020-08-17 00:00:00,2020-08-28 00:33:43.120244
SBSI,Southside Bancshares Inc,Garrett John Robert,,Buy,151.0,29.16,4403.0,2020-08-18 00:00:00,2020-08-28 00:33:43.120294
SPOK,"Spok Holdings, Inc",Kelly Vincent D  ,President & CEO,Buy,300.0,10.5,3150.0,2020-08-17 00:00:00,2020-08-28 00:33:43.120344
SPOK,"Spok Holdings, Inc",Kelly Vincent D  ,President & CEO,Buy,104.0,10.5,1092.0,2020-08-18 00:00:00,2020-08-28 00:33:43.120388
SREV,"Servicesource International, Inc.",Moore Gary B  ,CEO,Buy,49732.0,1.57,78079.0,2020-08-18 00:00:00,2020-08-28 00:33:43.120438
SREV,"Servicesource International, Inc.",Moore Gary B  ,CEO,Buy,11764.0,1.63,19175.0,2020-08-19 00:00:00,2020-08-28 00:33:43.120479
TCBI,Texas Capital Bancshares Inc/tx,Helm Larry L  ,CEO and President,Buy,30000.0,33.12,993599.0,2020-08-18 00:00:00,2020-08-28 00:33:43.120530
TNXP,Tonix Pharmaceuticals Holding Corp.,Sullivan Gregory M  ,Chief Medical Officer,Buy,20000.0,1.03,20600.0,2020-08-17 00:00:00,2020-08-28 00:33:43.120579
TPL,Texas Pacific Land Trust,Horizon Kinetics Asset Management Llc  ,10% Owner,Buy,12.0,587.35,7048.0,2020-08-18 00:00:00,2020-08-28 00:33:43.120629
TSC,"Tristate Capital Holdings, Inc.",Fetterolf Brian S  ,"CEO, TSC Bank, Director TSC",Buy,1100.0,14.73,16198.0,2020-08-18 00:00:00,2020-08-28 00:33:43.120681
VRCA,Verrica Pharmaceuticals Inc.,Manning Paul B  ,Director,Buy,10000.0,8.55,85500.0,2020-08-18 00:00:00,2020-08-28 00:33:43.120738
VTOL,Bristow Group Inc.,Mickelson George Mark  ,Director,Buy,5000.0,19.49,97449.0,2020-08-17 00:00:00,2020-08-28 00:33:43.120787
WHLR,"Wheeler Real Estate Investment Trust, Inc.",Khoshaba Daniel  ,Chief Executive Officer,Buy,13600.0,2.53,34408.0,2020-08-17 00:00:00,2020-08-28 00:33:43.120837
WHLR,"Wheeler Real Estate Investment Trust, Inc.","Stilwell Value Partners Vii, L.p.",,Buy,5000.0,2.5,12500.0,2020-08-18 00:00:00,2020-08-28 00:33:43.120880
WHLR,"Wheeler Real Estate Investment Trust, Inc.","Stilwell Value Partners Vii, L.p.",,Buy,4763.0,2.5,11883.0,2020-08-17 00:00:00,2020-08-28 00:33:43.120922
XRX,Xerox Holdings Corp,Icahn Partners Master Fund Lp,,Buy,359495.0,18.12,6514049.0,2020-08-18 00:00:00,2020-08-28 00:33:43.120971
XRX,Xerox Holdings Corp,Icahn Partners Master Fund Lp,,Buy,299872.0,18.11,5430681.0,2020-08-17 00:00:00,2020-08-28 00:33:43.121013
XRX,Xerox Holdings Corp,Icahn Partners Master Fund Lp,,Buy,66568.0,18.2,1211537.0,2020-08-19 00:00:00,2020-08-28 00:33:43.121055
AA,Alcoa Corp,Nevels James E  ,Director,Buy,200.0,14.72,2945.0,2020-08-17 00:00:00,2020-08-28 00:33:43.370703
ADMQ,"Adm Endeavors, Inc.",Johnson Marc  ,CEO,Buy,272000.0,0.1,26384.0,2020-08-14 00:00:00,2020-08-28 00:33:43.370807
AFL,Aflac Inc,Lloyd Karole,,Buy,1000.0,38.12,38125.0,2020-08-14 00:00:00,2020-08-28 00:33:43.370877
AHH,"Armada Hoffler Properties, Inc.",O'hara Michael P  ,See Remarks,Buy,10000.0,10.41,104100.0,2020-08-14 00:00:00,2020-08-28 00:33:43.370940
ALGT,Allegiant Travel Co,Pollard Charles W.  ,Director,Buy,1000.0,115.0,115000.0,2020-08-17 00:00:00,2020-08-28 00:33:43.371000
AMPH,"Amphastar Pharmaceuticals, Inc.",Maris David  ,Director,Buy,1000.0,20.26,20260.0,2020-08-14 00:00:00,2020-08-28 00:33:43.371059
APG,Api Group Corp,Grunau Paul W.  ,CHIEF LEARNING OFFICER,Buy,70000.0,14.74,1031800.0,2020-08-14 00:00:00,2020-08-28 00:33:43.371115
APLE,"Apple Hospitality Reit, Inc.",Knight Glade M  ,Executive Chairman,Buy,5000.0,9.68,48390.0,2020-08-17 00:00:00,2020-08-28 00:33:43.371176
ARGO,"Argo Group International Holdings, Ltd.",Rehnberg Kevin James  ,Chief Executive Officer,Buy,32000.0,36.98,1183360.0,2020-08-14 00:00:00,2020-08-28 00:33:43.371236
ARLO,"Arlo Technologies, Inc.",Summers Grady  ,Director,Buy,254.0,5.5,1397.0,2020-08-17 00:00:00,2020-08-28 00:33:43.371298
ASPS,Altisource Portfolio Solutions S.a.,Burg Scott Edward,,Buy,117875.0,8.84,1041425.0,2020-08-14 00:00:00,2020-08-28 00:33:43.371357
ATVI,"Activision Blizzard, Inc.",Yang Jesse  ,Chief Accounting Officer,Buy,1000.0,80.0,80000.0,2020-08-14 00:00:00,2020-08-28 00:33:43.371417
AXS,Axis Capital Holdings Ltd,Davis Charles A  ,Director,Buy,350000.0,45.79,16026500.0,2020-08-18 00:00:00,2020-08-28 00:33:43.371477
AXS,Axis Capital Holdings Ltd,Davis Charles A  ,Director,Buy,271268.0,45.86,12440350.0,2020-08-17 00:00:00,2020-08-28 00:33:43.371529
AXS,Axis Capital Holdings Ltd,Davis Charles A  ,Director,Buy,209328.0,45.89,9606061.0,2020-08-14 00:00:00,2020-08-28 00:33:43.371580
BCBP,Bcb Bancorp Inc,Rizzo James G.,,Buy,1000.0,8.28,8280.0,2020-08-18 00:00:00,2020-08-28 00:33:43.371640
BSET,Bassett Furniture Industries Inc,Warden William C Jr  ,Director,Buy,3000.0,9.19,27579.0,2020-08-14 00:00:00,2020-08-28 00:33:43.371701
CBFV,"Cb Financial Services, Inc.",Lacarte John J,,Buy,200.0,18.5,3700.0,2020-08-17 00:00:00,2020-08-28 00:33:43.371761
CBFV,"Cb Financial Services, Inc.",Fox Mark E.,,Buy,670.0,18.51,12401.0,2020-08-18 00:00:00,2020-08-28 00:33:43.371812
CKX,"Ckx Lands, Inc.",Stream William Gray  ,President & Treasurer,Buy,555.0,9.61,5333.0,2020-08-17 00:00:00,2020-08-28 00:33:43.371866
CLNY,"Colony Capital, Inc.",Hedstrom Mark M.  ,Chief Operating Officer,Buy,25000.0,2.8,69975.0,2020-08-17 00:00:00,2020-08-28 00:33:43.371925
CLSD,"Clearside Biomedical, Inc.",Humphries William D.  ,Director,Buy,5586.0,1.78,9943.0,2020-08-18 00:00:00,2020-08-28 00:33:43.371989
CPLG,Corepoint Lodging Inc.,Loeb David  ,Director,Buy,2000.0,5.89,11780.0,2020-08-17 00:00:00,2020-08-28 00:33:43.372048
CSBB,Csb Bancorp Inc /oh,Kirkbride Cheryl M  ,Director,Buy,275.0,35.75,9831.0,2020-08-17 00:00:00,2020-08-28 00:33:43.372103
CVCY,Central Valley Community Bancorp,Ford James M  ,PRESIDENT & CEO,Buy,1000.0,12.46,12465.0,2020-08-18 00:00:00,2020-08-28 00:33:43.372159
CWGL,"Crimson Wine Group, Ltd",Steinberg Joseph S,,Buy,9000.0,5.44,48960.0,2020-08-14 00:00:00,2020-08-28 00:33:43.372218
CWGL,"Crimson Wine Group, Ltd",Steinberg Joseph S,,Buy,50250.0,5.6,281400.0,2020-08-18 00:00:00,2020-08-28 00:33:43.372266
CWGL,"Crimson Wine Group, Ltd",Steinberg Joseph S,,Buy,5000.0,5.55,27750.0,2020-08-17 00:00:00,2020-08-28 00:33:43.372313
CWGL,"Crimson Wine Group, Ltd",Cumming John D.,,Buy,50250.0,5.6,281400.0,2020-08-18 00:00:00,2020-08-28 00:33:43.372361
CWGL,"Crimson Wine Group, Ltd",Cumming John D.,,Buy,9000.0,5.44,48960.0,2020-08-14 00:00:00,2020-08-28 00:33:43.372410
CWGL,"Crimson Wine Group, Ltd",Cumming John D.,,Buy,5000.0,5.55,27750.0,2020-08-17 00:00:00,2020-08-28 00:33:43.372459
CWH,"Camping World Holdings, Inc.","Ml Rv Group, Llc  ",10% Owner,Buy,2958.0,33.8,99968.0,2020-08-17 00:00:00,2020-08-28 00:33:43.372517
EMKR,Emcore Corp,Domenik Stephen L,,Buy,2447.0,3.38,8278.0,2020-08-18 00:00:00,2020-08-28 00:33:43.372576
